"","x"
"1",0.0193948807492098
"2",0.0142999250915045
"3",0.0210800991939417
"4",0.0149535256743056
"5",0.00113747306521736
"6",-0.0242368194050759
"7",-0.0344638365848568
"8",-0.00121078740719573
"9",-0.0072911362942546
"10",0.00607888110356026
"11",0.0599819787963006
"12",0.0259187527656593
"13",-0.0089366842586797
"14",-0.00902148234248986
"15",-0.00795633943818496
"16",-0.00114301994882856
"17",-0.0126515997924092
"18",-0.00348075478723015
"19",-0.00115862344301544
"20",-0.0105234376234554
"21",-0.00117224590343655
"22",-0.0142195860125439
"23",-0.0192780402632846
"24",0.00121667446808182
"25",-0.00121667446808191
"26",0.00606412484948834
"27",0.0203489827854322
"28",0.0152832329909897
"29",0.0139065354058093
"30",0.011441441244113
"31",0.00905814743450238
"32",-0.00112464237319509
"33",0.0190025618250512
"34",0.0153877492001164
"35",0.00868439691285373
"36",-0.00868845376558791
"37",0.0162289161167868
"38",0.00535030993542974
"39",0.00212975731079564
"40",-0.00106629468770219
"41",-0.00213203189476341
"42",0.00956839114902623
"43",0.00105839892630096
"44",0.00632306883080822
"45",0.00105061923938913
"46",0.00418758634078364
"47",0
"48",0.00728537883907896
"49",0.0113504589528613
"50",0.00613176812989063
"51",0.0091352415144456
"52",0.0120457508728352
"53",0.00299167781061461
"54",-0.0039908959777427
"55",0.00199743889388821
"56",0.00992043801970826
"57",0.00688766936450623
"58",0.0048898429649786
"59",-0.00195452345344065
"60",0.00875821810940608
"61",0.00676129753782285
"62",0
"63",0.0162304327120262
"64",0.00566627491957977
"65",0.00281939622252731
"66",0.0065524691217252
"67",0.00650636585868753
"68",0.00370293043757704
"69",-0.0139468125766642
"70",0.0304288677893199
"71",0.0117399640984627
"72",0.0107120927200521
"73",0.00619859832402517
"74",0.0131519468939021
"75",0.00434582253696948
"76",0.00777456193007758
"77",0.00771776100581745
"78",0.00935019183473215
"79",0.00422107202367346
"80",0.00252286676236288
"81",0.010034486083808
"82",0.00415098548650676
"83",0.0123505630036186
"84",0.00977299233132644
"85",0.00646066961890153
"86",0.0135955733045043
"87",0.0015884360495791
"88",0.00946922553402043
"89",0.00470265313876375
"90",0.00545910517864724
"91",0.000774967435213073
"92",0.00928170360897524
"93",0.00690375340604003
"94",-0.00690375340604001
"95",0.00230559853152172
"96",0.00470622639521833
"97",-0.0114060107866951
"98",-0.00565091408998387
"99",0.00938619874408877
"100",-0.00876155839804051
"101",-0.000127209910980008
"102",-0.00227806026392656
"103",0.0189768928495795
"104",-0.00162492227733143
"105",0.00811246102687821
"106",0.0141991182434688
"107",0.0107128595555785
"108",-0.00107799778573334
"109",0.00357690512669189
"110",0.00311761842718681
"111",0.00144573192073167
"112",0.0111557586807328
"113",0.00366504081369294
"114",-0.00153244330542778
"115",0.00278525049793848
"116",0.00378122070235158
"117",0.00198297919074664
"118",0.0128525396594016
"119",0.00315324075078625
"120",0.00603068115134153
"121",0.00637970688259995
"122",0.00780939095276418
"123",-0.00368585580503952
"124",-0.00378532640206492
"125",0.00971998525506621
"126",0.00526691572436108
"127",0.0022959007670127
"128",-0.000225005817861103
"129",0.00029147512184977
"130",-0.00947024691513512
"131",-0.002687590127261
"132",-0.0186911565231752
"133",-0.000659347059330939
"134",-0.00129886605094391
"135",-0.00257367038013326
"136",-0.00116601709765629
"137",-0.00324017674185177
"138",0.00245234590169316
"139",-0.00178486103160908
"140",-0.00691713829256529
"141",-0.0202070230925048
"142",-0.00607416601419511
"143",0.0227038570785281
"144",0.00766457485268658
"145",-0.00190797229813109
"146",-0.00108503069308778
"147",0.00559956666706064
"148",0.00506320795118365
"149",0.00418447657226623
"150",-0.00290747732012573
"151",-0.00581917725358207
"152",0.0161207286698098
"153",0.00745661598567908
"154",0.0042349841380145
"155",0.0114798309973215
"156",0.0236678164583236
"157",0.0100830507762292
"158",0.006944891213347
"159",0.00987235578547415
"160",9.47352696473012e-05
"161",0.00263199221403988
"162",-0.000942839519313418
"163",0.013633963941877
"164",0.00771564271716683
"165",0.0127715355567318
"166",0.0117700768656778
"167",0.0111980828644926
"168",0.007225042839836
"169",0.0142684436211977
"170",0.000428060611849733
"171",-0.00137672196045946
"172",0.00654824947356541
"173",0.00128760067422217
"174",0.00369763408556844
"175",-0.00139611662603167
"176",0.00792020263735608
"177",0.00803504519936432
"178",0.00454957655448361
"179",-0.00282414657090141
"180",-0.00666699059041607
