"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59"
"12",0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333,0.01793333333
"13",0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667,0.01826666667
"14",0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667,0.01586666667
"15",0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667,0.01646666667
"16",0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667,0.01676666667
"17",0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
"18",0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333,0.01883333333
"19",0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333
"20",0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333,0.01913333333
"21",0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667,0.01696666667
"22",0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333,0.01693333333
"23",0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192
"24",0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333,0.01963333333
"25",0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196
"26",0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333,0.02103333333
"27",0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333,0.01863333333
"28",0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667,0.01546666667
"29",0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333,0.01623333333
"30",0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166
"31",0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166,0.0166
"32",0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255
"33",0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333,0.02983333333
"34",0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667,0.03276666667
"35",0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346
"36",0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211
